1. 央视,#genre#
CCTV-4K,http://39.134.144.6:8089/PLTV/88888888/224/3221226615/index.m3u8
北京卫视 4K,http://39.134.144.6:8089/PLTV/88888888/224/3221226733/index.m3u8
东方卫视 4K,http://39.134.144.6:8089/PLTV/88888888/224/3221226786/index.m3u8
山东卫视 4K,http://39.134.144.6:8089/PLTV/88888888/224/3221226760/index.m3u8
湖南卫视 4K,http://39.134.144.6:8089/PLTV/88888888/224/3221226783/index.m3u8
浙江卫视 4K,http://39.134.144.6:8089/PLTV/88888888/224/3221226776/index.m3u8
江苏卫视 4K,http://39.134.144.6:8089/PLTV/88888888/224/3221226778/index.m3u8
广东卫视 4K,http://39.134.144.6:8089/PLTV/88888888/224/3221226741/index.m3u8
四川卫视 4K,http://39.134.144.6:8089/PLTV/88888888/224/3221226781/index.m3u8
深圳卫视 4K,http://39.134.144.6:8089/PLTV/88888888/224/3221226736/index.m3u8
咪视界4K,http://ucdn-zte.sd.chinamobile.com:8089/000000001001/3000000010000005180/1.m3u8?channel-id=FifastbLive
至臻视界,http://ucdn-zte.sd.chinamobile.com:8089/000000001001/3000000010000015686/1.m3u8?channel-id=FifastbLive
至臻视界3D,http://ucdn-zte.sd.chinamobile.com:8089/000000001001/3000000010000027638/1.m3u8?channel-id=FifastbLive

